	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g2226	1	0	0	1	7	0	0	20	0	7	0	2
g2227	987	1509	1170	1987	1253	2052	1275	1187	1979	1025	2059	1943
g2228	348	412	338	555	307	825	575	442	356	550	189	307
g2229	1715	767	1207	1117	1320	1372	1295	896	1533	1281	2053	2066
g2230	15434	13309	4346	5228	3797	11048	4581	9451	5937	3067	7373	9786
g2231	838	905	594	527	656	874	864	467	798	351	1425	1042
g2232	208	242	260	178	209	335	215	126	172	187	350	250
g2233	260	280	445	443	430	184	259	273	303	333	691	758
g2234	174	305	416	185	141	188	131	163	74	166	259	462
g2235	52	113	62	99	89	59	83	95	108	76	135	135
g2236	58	65	57	73	73	104	48	60	92	68	100	89
g2237	1479	1039	807	1110	822	779	998	819	1362	1318	966	821
g2238	2598	4317	3964	4396	6379	5218	3828	3361	2864	4647	2787	8293
g2239	453	474	453	427	612	390	391	591	469	385	374	576
g2240	1094	1005	790	2182	1557	1993	1322	1070	1896	1514	2322	608
g2241	0	11	9	1	8	4	5	17	16	6	0	24
g2242	6	13	13	26	0	37	13	32	8	28	20	7
g2243	57	68	84	38	63	42	33	93	69	107	76	66
g2244	69	187	129	119	177	194	124	201	118	105	149	198
g2245	38	72	28	64	62	60	63	74	81	112	88	106
g2246	932	815	654	403	530	1011	700	936	1447	816	852	993
g2247	1942	1158	1530	1088	1962	1063	1615	1704	1048	1908	1087	2458
g2248	4	5	2	0	0	10	0	0	0	2	0	3
g2249	2473	2036	1764	2234	1857	1929	1442	1659	2029	1816	2766	2060
g2250	2	0	0	5	0	0	0	0	0	0	0	104
g2251	97	208	407	34	290	120	37	332	512	269	158	302
g2252	3436	3718	1014	3244	941	1950	1021	1794	2812	2594	1247	2911
g2253	13	30	32	11	44	25	16	5	18	10	97	15
g2254	202	297	244	182	419	331	248	108	245	298	131	165
g2255	447	188	300	265	333	366	214	166	264	232	334	309
g2256	614	479	452	383	503	656	509	972	590	815	785	740
g2257	217	92	97	190	258	98	190	168	222	136	244	172
g2258	5	5	6	6	6	2	6	7	6	6	6	11
g2259	20	65	16	13	26	14	23	19	17	31	66	36
g2260	30	6	1	14	6	16	8	30	26	13	13	17
g2261	50	29	51	98	68	80	75	44	37	56	37	81
g2262	31	81	30	11	37	22	38	54	53	9	48	53
g2263	1018	725	877	683	1333	1147	1075	1048	908	890	1529	1609
g2264	8959	9042	7039	12201	14411	11715	16968	11697	7510	10505	14231	17716
g2265	11	1	0	0	3	1	2	0	4	0	0	4
g2266	1361	1825	1490	1352	2895	3070	1689	2234	1746	2723	2295	2362
g2267	17	49	9	64	17	38	52	19	56	70	39	21
g2268	15	5	0	11	27	9	5	2	12	41	52	44
g2269	4171	11203	10378	6478	5482	5427	6286	8848	5957	11742	10205	9940
g2270	4	4	2	4	0	7	5	0	0	12	8	0
g2271	109	9	52	54	269	148	99	85	34	63	70	75
g2272	0	27	0	0	0	0	0	0	46	4	0	0
g2273	9	16	20	17	31	25	9	12	21	12	37	29
g2274	22	9	6	18	15	17	10	7	10	3	18	15
g2275	36	42	17	55	59	55	29	20	30	30	63	22
g2276	322	327	308	403	149	419	320	243	355	286	281	518
g2277	1	4	2	2	2	0	1	2	1	2	6	1
g2278	30	53	30	41	35	59	38	33	40	55	62	50
g2279	4886	3159	3173	5081	4328	5505	3962	3395	4612	5225	6075	5333
g2280	14	15	22	11	26	45	7	12	8	32	54	30
g2281	1038	2323	1645	87	1359	31	78	385	2927	392	1464	5
g2282	233	228	283	213	290	280	223	250	379	260	413	238
g2283	61	42	35	52	46	38	39	25	14	28	54	44
g2284	508	932	708	771	699	572	778	512	731	914	838	934
g2285	13	16	5	17	10	23	1	5	6	12	13	25
g2286	19	114	1	25	45	2	11	23	48	9	27	1
g2287	11	47	22	9	53	33	27	24	73	100	141	60
g2288	20	43	55	16	53	22	28	73	8	104	47	54
g2289	227	84	90	88	252	111	143	133	95	75	183	145
g2290	327	273	292	294	216	209	244	162	182	277	263	147
g2291	2001	2126	4085	3687	5345	5419	6000	4445	2655	4718	3445	2511
g2292	66	83	30	14	13	44	86	17	51	113	141	83
g2293	61	32	96	266	106	23	127	83	27	207	46	110
g2294	19	4	18	60	61	85	18	15	5	71	199	11
g2295	1	13	8	19	46	0	0	2	7	0	17	0
g2296	56	31	45	19	50	21	34	38	50	60	28	48
g2297	5	26	17	5	5	27	1	7	77	17	11	10
g2298	26	26	27	10	15	26	21	67	44	92	14	255
g2299	69	176	53	118	127	174	178	81	130	340	118	69
g2300	78	83	107	97	103	103	83	98	71	67	90	120
g2301	1382	2135	2077	1544	2445	2484	1949	2000	2062	2089	2262	2210
g2302	2997	4128	2556	1965	2375	3128	1588	2626	2930	2110	2881	2651
g2303	13	28	13	5	23	19	22	20	8	15	5	3
g2304	524	1394	799	591	1448	1218	1213	827	916	719	2418	1165
g2305	1597	1036	1977	1003	2135	1127	1679	1114	1034	1221	1107	2721
g2306	72	144	48	94	92	76	83	58	41	88	95	108
g2307	4	2	4	0	4	2	3	2	0	2	4	10
g2308	44	90	78	39	87	38	58	98	101	38	18	58
g2309	812	1873	168	995	1005	960	871	384	1289	464	842	2171
g2310	58	106	29	103	56	133	49	78	138	55	144	63
g2311	14	47	23	26	3	36	23	10	7	24	33	19
g2312	70	121	91	96	90	86	39	44	93	52	124	82
g2313	39	32	21	34	27	31	18	28	49	19	41	43
g2314	1170	1624	1795	1292	999	1274	1227	1891	1664	1322	1741	1070
g2315	5	8	3	8	2	3	4	3	5	4	6	13
g2316	848	1104	856	1076	896	960	948	941	778	993	1513	825
g2317	213	715	145	186	73	917	168	467	357	290	114	305
g2318	7	4	8	14	16	21	2	7	17	13	21	19
g2319	166	170	196	207	312	257	269	251	168	227	279	164
g2320	4	15	7	1	6	3	16	6	2	3	9	8
g2321	39	207	1132	332	380	1087	455	936	55	202	184	256
g2322	172	221	74	0	46	169	73	61	404	112	34	40
g2323	722	818	785	1193	1073	1086	1114	1081	850	861	1214	1090
g2324	76	42	25	57	57	99	59	120	0	85	7	21
g2325	623	547	344	917	420	529	1156	877	1350	1306	1014	1180
g2326	32	34	39	171	90	34	8	49	68	174	48	143
g2327	46	62	162	105	296	117	24	53	118	15	147	339
g2328	24	7	10	9	28	36	1	36	26	28	69	31
g2329	57	87	53	73	52	32	61	35	65	43	47	56
g2330	6	0	0	8	0	4	0	10	3	0	1	0
g2331	425	161	33	83	43	173	379	151	238	36	243	22
g2332	1	0	3	0	0	7	4	1	8	0	1	3
g2333	997	827	1005	777	810	729	1428	1011	1086	992	1540	1125
g2334	1910	2726	1405	2057	1228	2075	1785	1646	2469	3638	4416	1247
g2335	5	5	2	3	2	1	1	5	0	2	1	1
g2336	12	27	16	15	19	31	47	3	76	5	107	40
g2337	32	35	19	15	57	22	30	50	26	22	20	15
g2338	103	100	48	68	71	145	107	127	131	85	92	165
g2339	3031	5140	2130	5015	3373	3391	2660	2089	4443	5449	8720	4821
g2340	3	23	1	152	41	0	226	33	33	48	48	85
g2341	1187	1889	1051	1034	819	1390	1044	1334	1115	1237	1422	1361
g2342	42	77	79	92	502	180	132	23	102	46	109	147
g2343	14	28	27	18	21	26	23	40	29	24	48	44
g2344	8	0	3	5	4	1	0	15	0	10	0	1
g2345	1574	1545	1115	1552	1666	1611	1579	1529	945	1073	1952	1875
g2346	1041	1563	619	812	1057	724	684	594	1494	970	1702	1499
g2347	2402	2934	3665	2114	2287	1970	1961	2711	2541	2577	3151	3746
g2348	4706	5745	6111	4256	9514	8007	6622	12407	6275	10344	5826	7791
g2349	200983	198696	210665	27621	170940	133201	138320	117009	103403	245439	158269	173502
g2350	206	175	259	187	186	263	200	199	288	222	388	412
g2351	112	176	224	164	331	186	264	288	104	260	211	297
g2352	151	695	419	453	510	409	317	590	125	562	557	660
g2353	28	13	33	15	18	11	11	7	8	17	18	15
g2354	8	10	4	11	4	13	6	3	21	4	4	1
g2355	574	406	548	467	979	736	507	889	617	621	728	365
g2356	2555	1454	3426	2419	2271	2396	2587	2907	1196	1795	1259	3800
g2357	100	167	105	182	268	128	171	206	139	57	116	250
g2358	2	3	7	6	6	6	4	4	3	7	10	3
g2359	1148	1145	770	456	783	3389	1436	2318	336	237	2813	2731
g2360	17	7	47	62	74	19	49	35	72	36	24	12
g2361	400	122	349	281	370	199	172	195	163	237	453	253
g2362	308	320	456	363	735	607	252	313	172	321	364	788
g2363	1974	1489	1411	1524	1283	810	1417	1743	1088	1347	1140	2141
g2364	209	260	275	228	278	229	268	296	244	414	267	444
g2365	2151	1573	2387	2666	2930	3482	2508	3195	2400	2764	2731	2624
g2366	86	40	137	99	149	41	64	110	50	112	128	92
g2367	0	5	2	1	4	3	2	4	5	6	2	2
g2368	17	8	18	5	13	16	4	20	3	14	15	16
g2369	1083	1795	1035	1171	1457	1420	1397	1318	1560	940	1532	1561
g2370	1063	1203	802	833	1334	934	930	1067	839	1058	2048	1809
g2371	59	58	72	34	113	100	41	38	21	61	121	55
g2372	172	114	132	197	128	214	80	130	156	129	211	169
g2373	1310	1403	1476	1479	2063	2468	1378	933	1079	1473	1273	1254
g2374	4529	2127	1842	915	2990	743	1901	1917	1144	875	1794	606
g2375	612	641	21	607	1261	585	802	453	935	735	2219	1037
g2376	3024	3198	1460	2679	1976	996	3818	1688	621	888	3963	1672
g2377	16	22	18	18	40	17	17	14	38	13	22	28
g2378	12	30	15	25	25	49	12	41	24	19	127	33
g2379	597	948	842	523	676	569	767	488	241	488	933	761
g2380	3	8	8	0	4	4	1	0	0	10	4	1
g2381	29	59	10	11	24	20	9	9	5	10	2	36
g2382	30376	13768	26623	44559	43032	19299	19461	34943	71096	45632	52863	11100
g2383	396	1157	328	461	1164	1180	158	585	260	941	1018	814
g2384	5	5	9	3	7	16	10	8	6	8	6	7
g2385	17	0	6	5	0	2	10	0	1	2	15	4
g2386	40	58	114	49	49	25	56	52	130	49	75	97
g2387	16	9	26	15	30	17	23	14	35	20	37	24
g2388	5	6	4	3	2	7	4	7	7	7	9	5
g2389	2	1	0	2	3	0	0	0	5	0	5	0
g2390	76	67	56	114	100	100	100	90	90	59	85	90
g2391	4	21	27	22	74	39	43	51	71	57	77	52
g2392	752	739	494	375	366	503	261	485	729	311	439	748
g2393	1	0	0	0	0	2	9	5	18	0	54	67
g2394	223	35	4	20	58	100	21	31	60	82	89	22
g2395	3389	3591	3378	3150	4754	2684	3120	3785	4545	3418	4048	4092
g2396	4	1	6	3	5	10	4	5	15	0	5	2
g2397	1731	1474	639	1410	2474	1494	1877	1285	1599	961	2162	2406
g2398	80	99	25	42	32	118	112	37	70	69	87	84
g2399	164	327	193	238	336	224	172	191	210	326	179	379
g2400	277	234	323	183	313	344	255	223	205	341	461	317
g2401	211	205	187	244	278	226	320	361	347	230	208	282
g2402	2	0	0	5	2	7	4	4	0	0	3	10
g2403	708	1242	574	438	592	748	64	397	474	394	826	775
g2404	1	4	13	2	8	12	8	14	34	14	44	6
g2405	180	532	481	285	496	224	615	134	788	620	239	658
g2406	4730	5820	4477	3870	4649	4640	4154	3382	6861	4272	6198	7787
g2407	93	79	114	96	188	42	55	103	39	27	81	96
g2408	988	907	570	507	577	582	428	691	910	1116	795	1060
g2409	89	80	29	34	120	60	85	143	68	100	68	27
g2410	116	143	94	62	71	143	104	21	101	127	193	121
g2411	1506	1728	1222	1168	1878	2144	1513	1527	1774	1499	1698	2434
g2412	725	742	718	629	401	477	1068	526	510	400	730	624
g2413	142	465	292	260	145	155	34	285	26	205	135	237
g2414	27	51	15	41	23	22	17	4	36	31	26	29
g2415	11	7	15	18	16	9	10	11	8	1	14	8
g2416	12	30	16	47	4	6	20	21	18	16	0	22
g2417	70	111	47	54	85	88	31	201	28	86	119	77
g2418	108	7	1	87	10	3	1	9	23	3	66	61
g2419	14	11	1	16	3	10	5	3	5	11	5	3
g2420	225	165	127	158	190	256	141	242	222	308	189	189
g2421	653	985	783	441	918	549	534	1164	594	844	938	1227
g2422	4	6	47	92	0	26	32	22	22	91	5	13
g2423	3254	4264	2418	2692	2722	4031	3723	2928	3212	2792	3707	6446
g2424	1429	865	930	1615	1924	1028	930	1106	1600	1083	1349	1957
g2425	53	126	240	97	171	113	44	258	347	219	375	207
g2426	843	1855	3473	728	237	1738	2	774	1546	5892	4402	394
g2427	309	339	341	155	425	551	273	327	413	370	385	522
g2428	1	0	0	0	0	0	0	4	0	0	0	0
g2429	67	112	129	63	106	137	93	132	105	110	122	91
g2430	119	140	67	42	106	177	194	154	133	87	199	91
g2431	0	1	0	1	2	5	1	2	2	1	0	4
g2432	11	1	4	0	0	4	1	2	0	0	0	5
g2433	0	0	0	0	3	0	0	20	15	3	0	3
g2434	9	7	17	3	16	10	3	7	13	8	17	9
g2435	646	355	252	974	251	507	416	633	627	265	356	787
g2436	142	197	114	121	153	111	157	162	83	148	247	192
g2437	618	890	663	860	783	482	473	782	776	861	1138	989
g2438	86	110	122	121	68	117	37	83	97	179	94	135
g2439	7	8	3	9	1	3	8	9	4	11	5	6
g2440	0	0	4	0	0	3	17	13	13	2	1	3
g2441	0	37	268	341	78	182	308	255	92	353	96	20
g2442	64	82	194	206	374	356	149	143	189	77	307	322
g2443	199	167	120	200	179	266	119	159	278	73	359	259
g2444	32	16	112	29	99	35	119	55	36	22	38	51
g2445	26	82	64	48	64	96	21	60	48	48	77	102
g2446	651	669	641	686	501	529	1025	459	889	527	1055	795
g2447	169	186	227	131	86	178	175	83	44	97	74	118
g2448	19	10	18	14	26	18	25	10	11	14	29	15
g2449	68	163	258	153	143	142	244	76	225	98	79	314
g2450	298	441	441	185	466	854	190	216	173	176	488	641
g2451	9	61	5	22	7	22	3	7	58	45	17	49
g2452	1	4	3	3	5	0	0	10	7	0	2	7
g2453	7	20	8	26	9	4	12	5	11	7	18	18
g2454	2	4	7	2	3	6	7	4	6	1	2	4
g2455	2	0	9	3	11	0	23	4	7	13	21	19
g2456	186	575	292	399	441	613	154	266	328	114	737	448
g2457	86	90	157	133	56	45	112	81	41	128	83	134
g2458	124	174	139	95	189	152	153	130	191	86	216	150
g2459	84	118	95	82	76	77	205	148	188	87	123	153
g2460	924	1583	622	1091	1722	2339	1400	998	1143	1602	775	1828
g2461	516	879	494	565	767	670	475	442	583	758	648	982
g2462	8	2	12	2	1	2	0	2	1	6	8	4
g2463	1435	800	915	894	805	1432	879	1025	1071	1150	1066	1405
g2464	39	19	27	13	84	14	14	9	7	5	14	34
g2465	13	5	16	19	27	33	21	20	12	31	35	26
g2466	6829	8317	4365	4251	6195	5553	5269	6529	9832	7049	8313	6297
g2467	998	948	1240	734	786	1337	787	703	1227	949	1053	987
g2468	13	14	6	12	15	18	8	10	9	14	7	11
g2469	15	9	6	2	8	15	6	2	18	31	4	16
g2470	33	51	41	28	23	8	16	24	23	35	64	31
g2471	19	7	12	13	9	1	11	10	2	4	18	19
g2472	24	36	19	20	20	15	5	26	31	19	33	21
g2473	942	1194	1545	1067	961	1672	532	565	1192	1062	931	1259
g2474	6	1	4	2	2	6	3	1	4	1	2	3
g2475	241	202	157	120	185	220	215	169	221	198	327	291
g2476	8	60	21	16	72	19	13	26	11	54	22	44
g2477	1503	1244	1055	926	1125	1046	1420	1079	967	1200	1323	1530
g2478	0	0	0	0	2	0	5	3	4	0	5	12
g2479	12	50	5	2	21	20	14	3	27	29	24	48
g2480	1	3	5	2	7	1	4	0	3	0	3	0
g2481	128	118	61	38	83	95	78	114	65	36	149	49
g2482	642	675	335	303	651	973	158	643	496	746	400	389
g2483	126	425	221	370	217	206	241	501	257	182	373	235
g2484	6	12	17	4	7	21	10	9	3	10	4	6
g2485	384	323	276	402	341	355	262	411	364	292	385	413
g2486	9	23	19	34	33	20	36	33	25	32	21	36
g2487	80	20	36	26	33	44	29	15	21	34	21	35
g2488	53	36	41	36	49	59	44	39	35	20	64	53
g2489	561	263	1556	1472	417	1544	492	666	591	610	1595	537
g2490	206	415	217	417	667	759	812	471	737	622	101	181
g2491	8	7	27	19	30	38	45	80	31	72	37	1
g2492	133	250	53	282	166	79	332	172	149	116	105	220
g2493	163	280	142	228	247	273	128	131	196	233	341	257
g2494	1	2	0	1	3	3	3	2	4	3	3	3
g2495	15	7	0	6	0	4	0	1	2	0	10	1
g2496	105	11	14	56	30	52	58	16	49	52	10	85
g2497	222	159	459	600	513	98	201	394	603	68	519	352
g2498	525	420	541	392	323	677	498	379	312	246	492	345
g2499	10	58	11	8	41	19	10	9	39	9	24	9
g2500	3	2	3	1	4	3	2	3	0	2	1	2
g2501	785	1555	670	1355	1076	799	1044	590	990	1142	965	439
g2502	19	12	12	17	26	18	9	17	10	14	19	9
g2503	0	3	2	8	0	0	0	4	1	1	25	0
g2504	9	6	10	7	14	10	6	11	8	12	12	9
g2505	80	5	94	10	0	13	38	312	845	106	20	194
g2506	1	1	4	1	0	1	1	3	3	3	4	2
g2507	45109	62715	59977	31352	40253	49839	39156	39242	59698	29958	45823	43365
g2508	126	232	187	116	115	100	156	200	287	97	221	180
g2509	63	56	774	807	338	428	700	30	323	25	79	24
g2510	188	384	162	144	86	151	181	586	393	181	85	200
g2511	86	112	92	124	94	85	180	105	131	71	99	138
g2512	2	1	1	3	9	3	4	3	6	6	3	1
g2513	1718	2198	1576	1338	1118	2395	1919	1689	1634	1256	2894	2337
g2514	0	62	15	46	10	78	3	4	0	24	321	0
g2515	273	24	46	20	129	84	10	42	121	10	104	39
g2516	158	184	170	263	161	206	62	141	113	228	334	105
g2517	179	348	427	260	235	241	126	213	119	119	326	304
g2518	3	6	8	1	0	4	2	0	12	5	6	3
g2519	19	30	50	18	5	6	22	23	26	30	36	13
g2520	1191	1032	1655	1084	1526	1574	814	1322	2854	1306	1379	1588
g2521	622	698	1751	964	559	1449	1415	1561	483	853	1527	1337
g2522	157	404	122	199	6	358	1246	25	597	280	45	4650
g2523	604	98	1756	1969	196	2175	52	379	945	365	2937	5176
g2524	407	130	565	848	645	733	496	463	214	253	516	400
g2525	43	69	24	70	100	53	41	32	49	61	72	35
g2526	0	7	0	0	6	1	3	1	1	0	0	19
g2527	28	32	26	63	41	37	24	46	6	26	102	34
g2528	582	420	826	1285	481	687	1194	566	1760	353	725	1116
g2529	19	39	60	29	53	62	16	34	14	43	35	32
g2530	358	692	385	410	385	499	442	365	366	360	474	551
g2531	178	312	234	239	336	284	145	224	250	273	315	358
g2532	338	195	261	279	231	293	264	156	229	180	363	257
g2533	1	5	3	3	2	18	6	4	7	8	4	0
g2534	2	6	3	1	1	2	6	1	2	0	4	5
g2535	28	30	22	29	32	43	34	27	49	20	56	43
g2536	20	8	36	2	5	0	22	1	2	2	55	3
g2537	757	1190	742	1126	1198	941	789	880	777	1181	1440	1139
g2538	68	100	64	61	57	62	77	78	94	73	85	99
g2539	583	1423	704	1352	407	1407	948	864	370	512	1615	2028
g2540	411	411	372	306	650	455	418	283	486	277	566	511
g2541	167	430	100	219	154	379	226	185	296	196	194	402
g2542	28	65	94	119	64	43	49	85	106	63	58	62
g2543	1776	2644	1376	2081	2427	3308	1786	1353	3489	2595	2408	3140
g2544	105	199	181	64	133	256	201	125	86	130	105	67
g2545	113	221	87	152	224	105	125	176	111	155	299	215
g2546	1073	2079	2006	1006	2413	1227	898	1098	2395	1593	3802	4374
g2547	2	5	5	2	0	6	11	2	5	9	2	0
g2548	83	96	51	130	79	168	90	62	68	70	93	147
g2549	1472	770	3746	527	1875	658	3682	1216	2766	2956	2697	3252
g2550	47	134	29	70	95	65	41	9	294	129	230	60
g2551	496	550	252	311	213	199	261	333	320	153	553	458
g2552	20	35	24	19	60	11	51	23	31	15	60	101
g2553	65	15	4	20	36	74	33	30	16	31	20	33
g2554	817	1463	543	776	731	1168	704	690	979	748	892	1081
g2555	138	333	79	155	105	182	86	166	212	230	408	177
g2556	593	574	685	414	580	319	356	631	315	548	927	820
g2557	860	813	380	531	426	589	279	397	803	818	685	399
g2558	653	576	315	510	540	655	490	798	412	562	916	655
g2559	110	58	62	49	95	28	116	60	117	87	103	84
g2560	2133	1764	1311	1364	778	1253	1228	629	1234	2124	1658	1701
g2561	17	11	18	14	7	38	10	15	16	22	13	15
g2562	78	64	41	59	65	50	65	60	97	61	110	56
g2563	5796	3679	4635	5238	2716	8312	16769	3279	10018	6810	4544	8934
g2564	54	119	67	90	100	64	112	77	130	97	90	154
g2565	270	251	298	360	613	424	209	330	458	324	387	358
g2566	12	8	3	2	0	14	2	12	5	42	10	4
g2567	27	9	2	12	8	27	3	9	7	6	14	21
g2568	20	55	34	10	40	74	53	75	49	42	66	26
g2569	1844	1068	2458	2030	3062	1953	1728	1723	2104	2352	1790	3592
g2570	1	6	4	2	4	3	0	4	2	1	3	0
g2571	184	262	249	282	294	242	179	288	185	210	201	277
g2572	133	155	0	30	34	306	9	26	13	22	27	24
g2573	2337	3780	2095	2780	3398	3833	2615	1847	4227	2602	4781	3342
g2574	38	56	65	51	33	57	64	46	62	57	186	80
g2575	243	633	240	465	349	143	74	268	313	438	432	548
g2576	18	1	14	21	18	19	4	28	9	14	21	17
g2577	24	18	4	47	12	46	24	13	20	28	44	3
g2578	560	738	273	144	934	571	319	1091	273	581	830	673
g2579	300	716	295	329	221	117	370	351	244	258	241	286
g2580	6	18	8	11	12	19	8	22	30	3	15	16
g2581	15	54	23	17	14	32	34	23	42	1	76	56
g2582	539	616	259	575	372	201	340	479	400	612	1068	701
g2583	22	21	36	14	29	15	34	46	22	32	20	15
g2584	11	14	5	12	4	13	1	5	4	1	6	9
g2585	207	154	213	149	320	198	101	134	302	216	197	267
g2586	254	1117	76	29	321	698	244	433	11	214	1710	133
g2587	1885	985	624	1102	1251	1756	503	936	867	957	1048	1007
g2588	1050	723	667	838	799	511	817	689	903	632	782	1139
g2589	1	23	12	42	17	18	3	29	17	6	41	23
g2590	6	0	5	0	0	3	11	0	1	7	0	0
g2591	226	239	136	236	135	192	189	175	203	112	274	207
g2592	60	122	48	51	42	72	86	86	49	107	89	41
g2593	16	7	1	2	6	7	4	10	1	7	2	2
g2594	1	16	2	6	6	2	1	0	5	3	1	8
g2595	172	60	34	11	32	194	72	53	34	13	58	136
g2596	1515	1370	1123	1033	1375	1105	1163	941	1399	1436	1466	1622
g2597	2415	1110	2040	878	3098	2203	1562	1507	1698	1762	2038	2662
g2598	466	607	465	480	764	1023	660	681	706	487	749	622
g2599	793	166	446	581	445	311	591	73	1047	158	706	294
g2600	371	312	285	422	366	501	354	501	604	411	438	656
g2601	3833	2304	2540	2026	1630	4355	2356	1685	1824	1818	2947	3716
g2602	662	292	152	401	304	582	206	113	312	400	391	908
g2603	2906	974	3179	1081	4736	3576	2242	3417	3906	1182	4265	2636
g2604	0	3	0	8	1	0	0	5	2	0	0	8
g2605	65	62	47	20	9	44	0	8	99	3	95	236
g2606	7	0	0	1	3	2	7	1	1	1	1	0
g2607	195	348	57	54	309	212	51	60	249	109	207	127
g2608	48	138	107	87	38	62	43	121	91	71	77	93
g2609	149	125	100	36	62	39	35	46	159	136	103	93
g2610	7	7	8	5	5	9	4	2	3	3	6	5
g2611	336	619	470	582	505	702	350	552	595	424	614	559
g2612	589	542	469	575	717	622	826	505	642	478	907	836
g2613	159	152	146	111	121	113	194	93	127	187	122	198
g2614	112	134	74	54	70	79	84	63	72	98	110	105
g2615	2	0	0	3	1	1	4	5	5	5	8	5
g2616	659	1160	924	495	1314	697	937	771	479	688	1806	598
g2617	17	14	13	7	4	25	1	19	20	5	4	12
g2618	246	326	62	162	1011	650	210	179	1049	583	891	694
g2619	750	927	948	732	950	1001	789	699	725	1047	881	976
g2620	21	49	23	24	78	65	44	40	76	40	50	36
g2621	4	10	3	14	11	9	3	2	3	9	18	11
g2622	11	3	1	10	15	5	9	7	2	3	5	13
g2623	5421	6624	6372	7679	6887	5955	6228	5390	8051	4865	9885	7759
g2624	1657	3705	907	2216	1519	3096	1121	1441	1427	1596	2515	2395
g2625	2	0	1	1	10	2	0	0	1	3	0	0
g2626	149	162	190	253	100	229	218	248	206	287	149	163
g2627	6	1	11	12	11	4	7	2	20	13	0	8
g2628	103	96	257	91	43	145	227	189	201	342	176	314
g2629	1976	2818	1697	923	1975	3046	2102	1106	1470	2500	2138	1026
g2630	2640	5774	3550	2952	5491	8018	4028	3497	3230	5790	5434	3409
g2631	8	11	21	1	6	44	2	4	13	17	2	31
g2632	180	28	53	99	47	145	95	77	122	80	295	31
g2633	78	68	65	51	88	70	43	95	83	71	134	67
g2634	2035	4294	3258	2666	3045	2347	2780	4574	4927	1342	4256	4847
g2635	2084	3288	2740	1480	2404	1903	2296	2542	4047	3347	3868	2923
g2636	27	28	22	65	31	49	50	35	30	10	30	48
g2637	108	48	4	90	32	61	116	25	63	4	11	53
g2638	91	577	128	155	112	161	230	68	348	115	155	172
g2639	10	97	69	33	67	45	8	137	37	70	58	4
g2640	41	79	59	104	58	119	66	23	121	143	129	65
g2641	137	5	24	275	31	114	43	25	130	76	24	33
g2642	53	37	27	125	24	190	36	44	79	40	40	18
g2643	0	0	0	0	1	2	2	2	5	0	6	2
g2644	29	22	45	45	8	47	12	10	3	27	86	39
g2645	36	61	16	21	159	144	51	29	100	57	126	45
g2646	2	1	1	1	1	3	1	7	2	0	0	11
g2647	1933	2063	1678	1624	1889	1051	1248	2790	1370	1121	2205	2021
g2648	125	30	49	152	126	118	191	162	245	115	62	195
g2649	2701	1616	2517	1350	1059	4597	633	1555	5367	1150	2646	4259
g2650	4	0	1	8	2	2	7	11	0	0	6	0
g2651	81	67	122	100	112	95	68	85	52	129	112	111
g2652	20	41	152	40	9	26	5	17	10	83	22	2
g2653	466	1363	571	498	1056	762	601	569	421	372	1239	1055
g2654	9	5	6	8	5	7	4	6	4	6	4	6
g2655	85	24	15	72	42	152	30	121	52	31	226	250
g2656	255	379	475	641	340	500	140	291	384	394	283	170
g2657	204	235	242	138	299	403	215	254	142	184	105	462
g2658	2673	2964	1482	1903	2124	1796	2246	2419	2048	2604	1860	2003
g2659	264	492	325	302	450	344	187	311	419	473	405	331
g2660	222	263	633	436	509	385	289	239	357	289	500	510
g2661	1174	2124	1751	1568	1349	2008	1146	1392	2455	1687	2132	1963
g2662	4	9	13	4	5	8	0	5	6	5	3	10
g2663	838	458	804	659	586	501	775	623	750	567	740	458
g2664	61	75	105	51	65	65	44	67	58	31	51	52
g2665	64	65	85	31	94	50	43	71	116	70	78	88
g2666	70	214	55	281	159	113	101	294	148	278	214	113
g2667	565	818	1087	1263	876	1092	235	1176	672	602	712	794
g2668	49	85	41	24	21	1	20	3	34	32	8	33
g2669	2107	2440	1743	2043	2101	1964	1194	1543	2373	2039	2776	2189
g2670	1320	1379	1033	1376	2605	2040	2299	1715	1217	1941	1702	1480
g2671	2231	2293	1660	1854	2418	3254	884	3002	1651	2409	1426	992
g2672	104	82	172	88	55	76	109	119	107	77	84	100
g2673	3880	4510	3076	2771	6616	6765	3154	3039	3286	3699	7887	4270
g2674	1	2	2	1	1	1	1	0	3	3	2	1
g2675	335	334	462	315	310	443	1026	357	411	267	233	442
g2676	588	1458	586	766	775	1162	785	778	1644	1328	1420	990
g2677	58	249	113	95	316	16	15	199	10	82	60	19
g2678	2623	2232	3185	3115	3693	2039	3885	5007	3731	4684	3946	2571
g2679	1761	3245	2894	4582	3191	3608	2900	2351	2355	3071	3388	2933
g2680	1196	824	1568	575	1096	1538	863	1059	847	2317	420	496
g2681	5369	6881	5719	5330	5422	5820	5179	5156	4416	6121	9878	7431
g2682	19	30	14	17	19	33	26	20	32	20	18	45
g2683	10	9	6	10	7	3	15	8	9	15	6	12
g2684	4	7	3	3	7	2	0	6	5	7	3	10
g2685	4	1	1	3	3	9	10	2	5	8	1	3
g2686	14	10	9	0	0	1	5	12	6	3	4	10
