	sample1	sample2	sample3	sample4	sample5	sample6
g2002	1429	3226	2769	1999	1639	3334
g2003	3310	2634	1792	1928	1181	1361
g2004	5	10	3	5	7	5
g2005	19	9	1	9	2	5
g2006	2	2	3	6	0	1
g2007	17	74	100	47	58	32
g2008	12	5	0	1	2	11
g2009	10	13	14	37	27	24
g2010	285	436	222	133	153	282
g2011	82	320	63	318	17	89
g2012	3113	2356	1528	1962	458	1869
g2013	328	34	413	258	186	600
g2014	109	174	99	61	65	107
g2015	1993	1524	1221	1154	1848	724
g2016	399	255	414	325	288	270
g2017	2	10	18	6	7	4
g2018	496	536	708	288	267	537
g2019	1	5	0	2	2	0
g2020	7	19	19	1	1	9
g2021	153	180	91	79	61	139
g2022	1333	2146	2035	1045	365	1420
g2023	118	238	152	213	75	137
g2024	49	158	14	124	62	76
g2025	92	58	2	18	1	4
g2026	21	31	36	17	3	40
g2027	213	249	249	97	313	223
g2028	806	480	1929	475	908	1008
g2029	35	46	85	22	7	23
g2030	91	14	8	33	29	35
g2031	96	135	74	54	88	75
g2032	1005	265	382	250	190	663
g2033	810	693	753	488	616	724
g2034	278	182	92	192	91	170
g2035	7	7	2	0	0	8
g2036	6	0	17	6	7	0
g2037	114	52	38	31	13	198
g2038	350	460	195	321	193	259
g2039	2517	1625	2235	1731	1014	2350
g2040	35	13	6	12	0	1
g2041	404	325	312	312	214	149
g2042	482	547	237	154	220	211
g2043	64	128	19	56	8	23
g2044	6323	4111	5638	3089	2352	5886
g2045	574	283	464	364	120	401
g2046	535	529	506	254	256	322
g2047	246	401	342	390	218	357
g2048	0	11	18	0	0	12
g2049	3385	3160	3585	1848	2714	5595
g2050	25	10	17	13	13	19
g2051	2307	1650	1278	1131	764	821
g2052	9288	9185	8068	4532	3420	6421
g2053	24	41	5	21	8	17
g2054	245	100	121	113	85	175
g2055	4	8	24	58	13	13
g2056	344	400	381	398	218	406
g2057	20	33	10	16	5	12
g2058	354	222	182	419	215	279
g2059	4382	3150	3378	3476	2836	4347
g2060	18	10	0	0	3	2
g2061	1467	1035	1086	734	457	1338
g2062	12	5	3	10	8	21
g2063	9	6	4	5	3	6
g2064	5	5	1	4	1	2
g2065	692	980	920	629	456	517
g2066	3550	2889	2801	2022	2173	2500
g2067	54	41	8	28	39	74
g2068	1542	2273	3064	1624	1819	1949
g2069	691	891	1002	1696	633	1305
g2070	2964	3558	2063	2189	1309	2077
g2071	82	84	23	49	29	46
g2072	924	3503	2374	1613	1163	2347
g2073	350	530	275	122	167	370
g2074	7242	7019	6434	4577	3701	5246
g2075	75	45	27	76	7	26
g2076	922	373	473	592	326	510
g2077	195	166	168	144	177	213
g2078	75	67	28	41	44	75
g2079	0	5	42	4	2	14
g2080	691	786	711	660	384	555
g2081	39	171	158	16	38	53
g2082	77	67	35	43	18	51
g2083	936	2348	998	1734	1040	2253
g2084	3889	1198	1348	818	505	2130
g2085	2	6	0	13	0	0
g2086	24169	17145	17305	15686	7897	4647
g2087	5	8	0	1	3	0
g2088	90	95	67	87	32	81
g2089	2332	1792	1641	2256	938	2623
g2090	6701	7352	8035	4540	6177	5477
g2091	42	171	61	44	155	8
g2092	22	72	92	50	38	54
g2093	524	195	444	265	294	348
g2094	4	6	5	3	1	5
g2095	821	554	445	567	464	1582
g2096	162	268	471	152	102	544
g2097	185	141	173	106	41	34
g2098	1	5	6	4	1	3
g2099	896	299	1019	529	381	330
g2100	7354	7283	4704	4335	3331	3976
g2101	143	81	327	104	109	69
g2102	55	23	19	40	6	22
g2103	64	107	124	111	50	84
g2104	1237	1297	1707	1346	872	1546
g2105	327	276	495	370	144	321
g2106	342	143	372	246	226	216
g2107	967	883	1382	642	1219	1970
g2108	212	164	453	283	74	240
g2109	0	22	17	1	2	0
g2110	10	2	11	8	1	10
g2111	543	483	705	364	299	361
g2112	198	71	122	84	116	66
g2113	694	533	723	346	259	515
g2114	33	225	158	191	199	253
g2115	386	40	7	34	0	52
g2116	69	4	16	109	9	6
g2117	14	6	14	20	7	7
g2118	85	112	147	79	54	119
g2119	46	667	826	8	70	206
g2120	36	25	41	4	5	1
g2121	1373	3354	660	1675	62	1353
g2122	6	9	1	16	10	5
g2123	2873	4074	2999	1910	1161	999
g2124	126	88	128	58	39	102
g2125	2942	1658	1701	755	1118	2082
g2126	3702	3414	2693	2938	2210	2935
g2127	5207	9033	9268	4531	3942	6784
g2128	10	7	4	5	4	16
g2129	1004	2680	1551	1363	658	1441
g2130	748	806	808	661	342	522
g2131	567	548	481	459	245	398
g2132	15	4	2	2	2	3
g2133	272	338	84	315	120	135
g2134	6675	3132	4960	3504	3082	3988
g2135	46	100	119	53	65	98
g2136	306	80	33	137	157	35
g2137	2	6	4	8	15	1
g2138	96	197	255	110	492	220
g2139	24	31	15	15	4	23
g2140	31	27	47	19	18	37
g2141	22	27	9	14	19	25
g2142	229	25	196	66	232	256
g2143	1556	3032	1989	2474	1772	1528
g2144	19	18	34	17	12	16
g2145	22	11	2	11	3	9
g2146	797	917	528	691	737	572
g2147	5401	3258	4129	2241	2107	2377
g2148	2	5	3	3	0	2
g2149	111	40	102	46	15	75
g2150	31	18	25	26	6	47
g2151	172	82	55	98	65	43
g2152	51	28	21	16	16	32
g2153	118	304	276	142	89	207
g2154	8	1	13	6	3	3
g2155	47	12	5	25	18	3
g2156	43	13	24	27	21	17
g2157	3	2	1	1	1	7
g2158	3039	3520	4291	2282	1573	3371
g2159	593	735	581	414	265	551
g2160	251	249	298	302	253	211
g2161	37	4	2	0	21	1
g2162	9	26	24	22	37	23
g2163	1507	914	899	1074	662	1013
g2164	49	8	39	13	1	0
g2165	9488	6839	11681	4128	3028	5311
g2166	3430	4159	3022	2770	1881	3143
g2167	1544	1924	1271	1188	1122	1060
g2168	8365	6748	6702	4180	3567	4744
g2169	184	318	272	193	187	418
g2170	903	301	327	603	258	258
g2171	36	46	37	36	22	67
g2172	3016	2228	1749	3398	1914	1832
g2173	1106	940	813	254	157	791
g2174	2964	3351	3901	2072	926	3778
g2175	594	391	960	703	422	665
g2176	531	694	924	320	184	556
g2177	2	36	30	1	3	20
g2178	4	6	6	1	1	3
g2179	236	342	410	180	145	284
g2180	0	0	1	4	2	0
g2181	3	7	3	2	1	2
g2182	1613	634	347	668	536	1203
g2183	43	38	21	12	37	51
g2184	2	4	7	3	11	9
g2185	314	493	840	200	202	835
g2186	4264	5725	6673	4436	2556	5185
g2187	58	8	19	44	21	13
g2188	2	11	9	4	1	34
g2189	168	166	89	79	269	56
g2190	8	14	7	7	8	1
g2191	47	74	47	26	24	77
g2192	1	5	19	10	2	2
g2193	3	14	13	13	6	2
g2194	1554	1503	1637	1323	486	1198
g2195	5005	4483	3115	2985	2362	5097
g2196	151	122	217	51	42	125
g2197	254	532	172	571	493	1054
g2198	474	528	331	358	273	248
g2199	35	81	87	93	45	79
g2200	267	144	208	151	127	142
g2201	429	249	208	221	168	265
g2202	15	32	0	12	9	41
g2203	3	1	0	2	1	0
g2204	50	26	33	54	23	23
g2205	9	23	12	75	9	67
g2206	3	33	149	17	0	12
g2207	5780	6453	4958	5947	3626	4386
g2208	0	20	6	2	20	3
g2209	267	430	476	242	77	338
g2210	7	0	13	2	8	3
g2211	20	21	19	7	17	5
g2212	2499	2929	1492	1249	1090	1220
g2213	8	1	19	22	0	0
g2214	1046	510	1188	795	342	986
g2215	172	134	131	154	88	152
g2216	22	28	69	48	22	65
g2217	2	8	15	5	4	6
g2218	1157	386	633	682	602	803
g2219	105	48	90	36	38	34
g2220	14	2	20	17	13	41
g2221	8	8	0	4	0	0
g2222	665	529	520	627	417	552
g2223	845	645	808	467	389	837
g2224	1	11	6	8	1	17
g2225	307	236	163	220	183	167
g2226	50	16	55	26	18	31
g2227	1015	1020	630	1036	742	1090
g2228	105	87	126	90	59	120
g2229	4	9	7	9	1	3
g2230	61	101	115	75	63	145
g2231	207	14	206	92	160	203
g2232	42	79	14	136	1	4
g2233	62	90	87	101	70	50
g2234	616	280	155	100	371	69
g2235	718	489	559	351	737	492
g2236	1677	147	1856	2249	1686	1722
g2237	17	12	27	8	5	3
g2238	39678	29324	21821	29645	10558	24058
g2239	6942	5128	5529	4107	3427	4719
g2240	1747	1246	990	1519	486	1201
g2241	1053	1015	831	593	782	782
g2242	348	449	275	235	193	519
g2243	8821	5270	2824	3973	2264	1123
g2244	1129	882	1246	1182	569	962
g2245	548	911	640	403	300	449
g2246	680	0	7	31	0	0
g2247	521	93	130	59	2135	8
g2248	26	2	37	2	3	2
g2249	208	121	362	222	113	174
g2250	55	32	135	36	42	14
g2251	1008	472	863	463	419	508
g2252	258	281	268	200	94	347
g2253	19	39	14	17	10	19
g2254	0	0	1	1	2	0
g2255	2257	1302	1526	656	536	647
g2256	1596	768	511	709	630	233
g2257	59	97	39	29	36	34
g2258	1751	1638	2133	1440	929	1584
g2259	79	29	71	54	24	51
g2260	2278	489	2534	439	999	1992
g2261	5	3	3	9	4	8
g2262	4	10	49	22	11	8
g2263	8856	28433	9475	42482	16071	9168
g2264	764	242	343	543	162	293
g2265	5313	7485	2907	4090	3396	6596
g2266	71	35	95	41	30	15
g2267	29	16	17	100	44	24
g2268	3	15	17	11	9	0
g2269	51	79	48	75	57	108
g2270	1677	1091	1222	628	442	1065
g2271	0	4	16	1	4	0
g2272	10	9	3	5	2	9
g2273	13	28	81	41	35	44
g2274	1375	1473	1654	1402	955	1902
g2275	860	257	122	132	557	506
g2276	93	158	44	44	21	134
g2277	255	283	180	173	248	255
g2278	3390	2373	2964	1502	1521	2149
g2279	839	1437	978	1037	609	656
g2280	1320	1031	955	934	622	701
g2281	470	130	93	397	414	145
g2282	2506	2143	2398	1773	1507	1987
g2283	34	22	27	5	27	36
g2284	79	138	35	97	54	102
g2285	543	741	235	478	435	687
g2286	14	38	75	59	9	36
g2287	150	210	143	120	151	144
g2288	102	157	209	111	40	134
g2289	621	377	699	405	208	1092
g2290	235	460	452	355	81	363
g2291	252	288	217	117	102	291
g2292	29	8	33	73	15	29
g2293	15	47	1	131	84	56
g2294	84	48	50	84	60	91
g2295	177	54	169	31	16	76
g2296	16	12	9	11	1	18
g2297	245	331	140	123	145	303
g2298	3067	2564	1959	2207	1301	2242
g2299	1	7	8	58	66	20
g2300	243	601	323	191	176	831
g2301	82	83	676	14	26	56
g2302	1476	1395	4150	590	1191	1527
g2303	0	18	2	29	42	27
g2304	16	78	35	37	69	15
g2305	3	0	0	0	44	10
g2306	547	287	485	212	203	421
g2307	1106	1098	1689	776	668	1256
g2308	143	230	145	162	138	463
g2309	1	2	6	11	8	2
g2310	80	48	115	63	17	24
g2311	857	899	941	1271	1104	1007
g2312	9	9	10	8	3	13
g2313	105	104	83	113	98	192
g2314	110529	81462	64825	70349	59521	95688
g2315	623	614	743	417	185	413
g2316	103	134	136	77	53	71
g2317	2806	1902	1965	1520	934	2134
g2318	304	180	248	122	133	213
g2319	169	41	131	152	71	76
g2320	1982	599	2771	472	1208	2152
g2321	1096	960	851	232	892	220
g2322	33	78	39	47	33	102
g2323	2565	1287	355	900	916	1867
g2324	17	27	36	33	35	47
g2325	398	325	741	419	274	1158
g2326	2863	1114	897	2058	932	844
g2327	5697	12244	7809	2672	817	21812
g2328	1131	381	229	1057	1173	2290
g2329	1558	1845	2144	1239	1419	2134
g2330	30	20	31	34	8	30
g2331	35	41	53	21	28	37
g2332	244	257	212	208	124	192
g2333	15095	15275	12295	9351	8405	12743
g2334	6021	5636	5284	3052	3509	4302
g2335	186	134	113	90	104	194
g2336	19	13	8	8	8	21
g2337	422	678	598	682	284	533
g2338	49	12	140	29	72	73
g2339	3183	2496	2638	2515	1701	2275
g2340	217	160	337	152	71	166
g2341	304	99	91	163	35	196
g2342	9	7	5	12	7	15
g2343	51	110	63	74	34	88
g2344	2	3	5	4	6	4
g2345	208	199	51	226	129	105
g2346	624	1143	1049	955	722	739
g2347	5	6	1	7	2	9
g2348	27	23	9	26	12	30
g2349	1245	970	2385	1255	698	2020
g2350	1906	1195	1635	920	496	1312
g2351	744	1038	1215	566	590	927
g2352	20	18	9	14	1	10
g2353	525	906	939	177	288	698
g2354	7	25	41	7	18	4
g2355	12	6	14	37	4	33
g2356	10	21	5	29	14	5
g2357	954	390	231	589	414	695
g2358	228	410	499	73	131	304
g2359	21	36	11	9	2	32
g2360	1	0	8	1	0	3
g2361	355	211	307	237	246	165
g2362	4	3	2	5	0	5
g2363	40	35	24	42	13	42
g2364	811	1605	1381	665	704	836
g2365	13	79	162	1	93	104
g2366	527	891	468	575	250	421
g2367	8	15	13	18	7	11
g2368	258	144	188	261	133	63
g2369	3	26	10	0	9	35
g2370	19	15	12	2	4	26
g2371	2505	699	454	828	1219	1637
g2372	7097	4390	6724	5688	2961	5712
g2373	183	98	497	134	48	234
g2374	6	5	6	3	15	4
g2375	30	20	66	30	22	21
g2376	30	11	6	3	2	4
g2377	1656	1145	855	482	493	748
g2378	230	378	230	372	223	261
g2379	84	243	250	231	203	165
g2380	11	1	7	1	1	6
g2381	83	25	36	14	62	15
g2382	7	13	5	9	18	23
g2383	38	19	49	27	20	37
g2384	4064	2581	3726	2713	1381	2295
g2385	35	18	37	2	1	79
g2386	9	2	4	3	6	25
g2387	1491	1464	1011	1587	734	964
g2388	1	0	5	22	0	8
g2389	38	12	60	29	6	22
g2390	86	10	142	47	67	264
g2391	1634	920	1346	630	793	1012
g2392	722	1183	371	536	742	329
g2393	3869	4039	3547	2236	1752	4231
g2394	35	21	10	7	15	14
g2395	4	3	1	0	0	2
g2396	1664	1024	1370	1223	288	1122
g2397	63	139	26	13	6	58
g2398	161	108	26	148	2	111
g2399	118	153	5	333	39	52
g2400	5051	2933	3047	1776	2155	4635
g2401	72	66	185	61	136	120
g2402	281	292	295	321	179	267
g2403	9	22	50	21	9	7
g2404	4	4	4	2	3	8
g2405	854	1194	802	580	759	554
g2406	7	7	12	6	4	10
g2407	331	379	233	272	375	257
g2408	1403	2084	1162	1121	1221	1331
g2409	76	2	32	74	0	32
g2410	7	51	15	17	3	4
g2411	883	1262	599	2406	1031	905
g2412	17	46	11	38	22	13
g2413	302	155	68	207	115	149
g2414	7	7	3	4	1	11
g2415	845	581	585	572	415	413
g2416	7	8	8	4	8	6
g2417	102	65	40	53	45	65
g2418	9	3	7	2	1	16
g2419	218	38	180	188	109	85
g2420	233	413	393	239	219	212
g2421	5369	3004	3646	3454	2560	4147
g2422	279	104	120	199	132	227
g2423	249	299	395	372	117	693
g2424	852	711	1245	1024	471	792
g2425	0	0	2	0	13	0
g2426	928	827	411	232	330	619
g2427	341	410	190	531	240	272
g2428	7	4	0	1	6	3
g2429	15	58	6	33	22	197
g2430	60	106	51	184	107	37
g2431	0	0	7	24	0	0
g2432	15	117	74	36	33	28
g2433	24	63	11	15	8	25
g2434	2192	2432	679	989	577	506
g2435	3311	3585	2677	3465	1383	1180
g2436	439	527	267	335	236	633
g2437	370	406	363	254	184	299
g2438	936	1007	922	522	380	926
g2439	37	31	15	36	36	12
g2440	142	150	98	75	53	63
g2441	89	172	176	88	88	177
g2442	11007	1933	4795	3322	1968	4153
g2443	5577	6425	5055	4976	2816	3065
g2444	540	596	688	635	543	725
g2445	1176	4820	4007	4461	2639	4629
g2446	24	15	15	17	3	14
g2447	526	217	720	66	268	121
g2448	2619	2487	2199	1606	1566	1943
g2449	36	23	20	21	11	12
g2450	479	537	400	329	190	343
g2451	723	927	881	631	466	778
g2452	320	208	223	407	5	42
g2453	113	83	52	47	59	58
g2454	2004	2369	1103	824	881	1237
g2455	93	92	75	15	36	32
g2456	5	1	2	0	1	0
g2457	14	43	102	69	94	80
g2458	1373	2567	2332	1471	728	1556
g2459	679	363	821	289	386	353
g2460	11568	21796	11137	9377	10534	15279
g2461	2475	1476	2344	1254	1022	1213
g2462	425	139	313	267	195	126
g2463	3	0	5	1	0	0
g2464	3143	2364	2037	1309	1489	1797
g2465	27	7	5	2	3	5
g2466	837	872	835	571	1135	851
g2467	17	32	47	34	32	28
g2468	9	8	5	3	0	5
g2469	959	543	584	1173	506	881
g2470	25	4	18	5	19	50
g2471	3032	3161	2265	2511	1801	3932
g2472	491	1100	1133	699	407	809
g2473	135	36	100	76	80	71
g2474	57	264	144	321	21	243
g2475	58	24	94	29	39	40
g2476	60	111	15	40	29	40
g2477	1149	574	680	452	260	774
g2478	923	860	384	357	400	497
g2479	271	82	90	128	183	517
g2480	10831	10738	9136	10300	5733	7703
g2481	330	90	26	41	0	6
g2482	3324	3625	2671	3306	2023	2940
g2483	729	445	839	344	327	662
g2484	598	417	451	523	140	352
g2485	0	3	50	62	2	0
g2486	82	212	270	363	152	39
g2487	11	0	3	4	0	2
g2488	2	7	8	5	0	8
g2489	92	118	0	66	89	3
g2490	5119	3320	3421	2458	2393	3750
g2491	45	7	16	2	3	3
g2492	0	0	347	0	1	3
g2493	497	254	324	734	415	546
g2494	493	540	432	227	273	243
g2495	470	671	559	440	424	428
g2496	264	253	348	346	199	298
g2497	34	8	35	9	12	6
g2498	28	12	28	31	11	29
g2499	952	3728	3354	278	1096	1624
g2500	144	106	183	158	121	117
g2501	242	233	134	212	185	246
g2502	466	473	298	218	248	426
g2503	647	1920	1014	1519	1505	881
g2504	5	81	593	40	32	5
g2505	3	4	15	1	5	3
g2506	87	154	315	65	80	228
g2507	1417	1053	867	479	1418	1529
g2508	1	0	0	7	0	2
g2509	1	0	0	6	1	0
g2510	1113	1004	1507	736	1030	1066
g2511	358	188	291	258	220	287
g2512	146	704	2855	58	190	711
g2513	0	0	8	0	0	0
g2514	60	66	27	51	33	34
g2515	24	9	14	19	15	7
g2516	88	3	1	0	8	5
g2517	75	72	126	61	60	105
g2518	1636	3176	1253	810	1207	2403
g2519	24	100	39	53	168	16
g2520	4554	6276	6766	8879	6236	4089
g2521	184	123	121	158	32	118
g2522	5	10	5	1	5	12
g2523	1025	561	595	916	580	1056
g2524	434	271	306	235	282	358
g2525	16	13	14	3	5	5
g2526	278	149	350	83	173	140
g2527	581	424	467	182	354	609
g2528	1591	905	828	1593	644	1212
g2529	10	15	13	9	11	3
g2530	30	27	41	29	25	46
g2531	14	31	10	3	16	45
g2532	782	1005	855	1548	629	595
g2533	85	46	112	3	43	162
g2534	38	65	453	82	142	386
g2535	6029	3290	2618	5335	2811	2973
g2536	14	35	4	23	21	18
g2537	117	348	347	316	108	114
g2538	7776	7375	4820	4147	2711	7019
g2539	2332	2363	1999	1353	1219	1631
g2540	945	1625	1155	533	1123	1843
g2541	1893	2378	3128	2185	1606	3233
g2542	1544	1208	826	877	433	1047
g2543	294	240	230	161	212	199
g2544	103	121	96	61	56	114
g2545	6012	5213	4234	3460	3464	4103
g2546	121	23	63	32	48	136
g2547	439	548	316	375	270	638
g2548	395	403	281	298	181	368
g2549	49	30	170	52	33	69
g2550	7312	4357	3287	3392	3663	4952
g2551	11	11	5	1	2	6
g2552	691	615	505	619	207	487
g2553	143	553	398	733	121	545
g2554	85	62	58	26	31	41
g2555	3	5	6	3	5	8
g2556	318	346	337	214	199	183
g2557	329	261	179	147	154	198
g2558	78	69	68	111	94	73
g2559	1825	1326	1576	1432	841	1501
g2560	25	35	14	25	18	23
g2561	50	15	8	13	14	12
g2562	6996	4995	5133	5619	7409	5687
g2563	94	346	376	339	254	246
g2564	0	10	4	2	5	9
g2565	12	21	10	5	14	19
g2566	3	3	2	2	0	3
g2567	291	337	140	74	5	248
g2568	198	204	465	192	173	327
g2569	175	442	234	82	566	456
g2570	5276	6432	5488	4085	3221	4627
g2571	3614	1747	3902	774	1439	1590
g2572	7	5	6	7	2	9
g2573	167	47	91	83	23	64
g2574	31	19	34	77	0	3
g2575	483	487	457	333	297	555
g2576	108	61	0	21	35	2
g2577	1	1	5	9	0	0
g2578	555	610	197	356	136	474
g2579	33	19	45	7	11	10
g2580	50	80	71	63	92	98
g2581	5373	4096	3680	2119	1389	4191
g2582	1054	850	612	693	526	1021
g2583	969	360	658	457	446	638
g2584	733	812	851	257	358	548
g2585	1332	2588	1543	733	736	709
g2586	8	10	15	13	13	17
g2587	762	424	287	1043	339	575
g2588	435	762	642	367	148	439
g2589	525	615	180	864	100	192
g2590	102	93	125	93	52	89
g2591	262	89	68	145	48	130
g2592	1815	2790	1203	1765	1072	2324
g2593	3757	4649	4765	3514	1235	1440
g2594	10169	13165	13708	8187	6470	8285
g2595	176	428	527	161	1575	201
g2596	318	265	237	176	175	60
g2597	9	14	36	15	9	14
g2598	8	18	6	1	7	20
g2599	76	14	24	3	9	3
g2600	5	26	17	7	6	33
g2601	345	696	1764	607	341	815
g2602	1532	1556	1920	1262	1149	1096
g2603	2	12	8	2	5	5
g2604	171	258	226	127	276	242
g2605	0	15	5	15	22	12
g2606	2501	1437	725	1389	874	1032
g2607	7	6	9	9	4	5
g2608	0	44	0	0	0	0
g2609	177	421	414	422	198	158
g2610	2	3	0	2	2	2
g2611	7	36	49	4	30	14
g2612	8422	6274	6145	6793	4048	7455
g2613	62	33	48	37	39	35
g2614	5712	3597	2048	4061	1295	3418
g2615	737	690	114	352	84	234
g2616	22	42	8	22	0	4
g2617	58	26	16	55	20	68
g2618	285	772	2539	702	918	1089
g2619	22	6	7	10	5	10
g2620	1675	3633	4033	3343	1460	2046
g2621	119	248	119	69	59	98
g2622	283	103	75	104	34	53
g2623	231	163	221	292	167	249
g2624	26	20	21	0	43	34
g2625	8	8	15	6	18	11
g2626	259	1178	307	987	481	1094
g2627	43	31	20	20	10	22
g2628	6	2	5	1	3	9
g2629	0	0	14	12	10	1
g2630	37	97	160	68	62	121
g2631	39	42	31	12	20	25
g2632	688	911	1072	722	732	1189
g2633	23	25	11	9	8	5
g2634	51	62	61	44	54	52
g2635	0	3	0	14	0	0
g2636	2596	2183	1599	1209	1196	1408
g2637	83	71	104	91	41	44
g2638	4	1	0	0	0	0
g2639	4775	5122	2750	2943	3603	4967
g2640	2043	2866	1299	2644	1679	2308
g2641	4924	5120	3849	4309	2540	3227
g2642	15	34	10	11	5	9
g2643	33	356	268	15	1	143
g2644	73	37	51	60	16	86
g2645	12	17	30	100	30	37
g2646	27	10	15	1	20	36
g2647	546	795	1426	953	340	2777
g2648	356	427	961	247	522	217
g2649	39	225	37	60	279	794
g2650	67	17	57	21	49	150
g2651	307	68	209	152	55	180
g2652	103	184	153	160	131	165
g2653	4714	3626	3768	4174	3285	4516
g2654	19	40	21	28	45	21
g2655	411	256	426	249	225	335
g2656	4134	8364	5613	10686	5857	4356
g2657	210	222	112	82	36	74
g2658	5	4	4	6	2	1
g2659	1591	1278	2529	1608	2136	1749
g2660	894	830	1275	615	424	1565
g2661	292	608	248	144	140	350
g2662	616	515	327	394	330	298
g2663	4755	4079	1510	1282	1966	1698
g2664	72	109	81	80	49	119
g2665	2379	2586	3882	1070	1773	2874
g2666	912	848	1002	641	553	680
g2667	5613	3764	4466	4712	3104	5002
g2668	1248	664	885	1107	1145	1888
g2669	705	674	408	531	326	477
g2670	5	3	6	9	3	3
g2671	8	2	6	1	10	2
g2672	3054	2774	5525	3885	3012	1797
g2673	3023	1944	2942	1503	2017	1708
g2674	10	9	5	2	3	4
g2675	15	3	17	10	11	5
g2676	27	49	28	47	13	32
g2677	325	211	367	267	194	283
g2678	7125	3741	4199	2097	1841	5103
g2679	111	52	322	150	86	238
g2680	1925	2609	1516	2005	1320	1951
g2681	581	968	483	532	585	760
g2682	887	664	764	485	471	729
g2683	13	6	19	2	3	3
g2684	702	398	306	364	296	386
g2685	202	102	89	170	124	149
g2686	395	265	341	39	86	197
g2687	629	280	331	259	157	236
g2688	4	1	46	0	0	0
g2689	44	26	23	13	29	31
g2690	82	106	71	75	39	108
g2691	12	30	10	8	7	23
g2692	4	1	7	4	4	10
g2693	4	2	9	7	5	13
g2694	50	103	143	49	82	6
g2695	18334	15454	5756	7583	3670	9067
g2696	4748	1606	2742	1365	4180	2690
g2697	138	153	106	160	107	143
g2698	162	136	97	98	67	127
g2699	1880	1399	1929	643	1678	693
g2700	1570	1058	873	1563	1260	920
g2701	12	2	69	3	85	137
g2702	8	30	14	3	1	3
g2703	15	33	21	26	8	16
g2704	14	30	43	67	4	30
g2705	85	90	27	47	7	47
g2706	1136	1039	973	596	917	952
g2707	495	710	217	639	613	877
g2708	3515	2499	3060	1702	1612	2668
g2709	76	44	122	28	10	125
g2710	7	20	13	10	4	9
g2711	20	35	31	33	23	18
g2712	4284	6157	3419	5036	3004	4747
g2713	1271	810	655	337	407	681
g2714	7357	6545	5917	5619	4594	7561
g2715	1421	480	874	887	957	1105
g2716	1745	1598	1231	1131	1383	1446
g2717	2176	448	1876	1061	705	1588
g2718	16	18	22	7	9	8
g2719	37	32	15	8	23	17
g2720	404	396	311	330	260	272
g2721	883	587	713	286	498	942
g2722	36	39	24	15	7	25
g2723	57	62	145	95	49	105
g2724	294	241	180	206	199	381
g2725	397	301	170	1528	39	207
g2726	3078	3245	2809	1770	1798	2757
g2727	1755	1966	2310	1752	1372	1340
g2728	4465	4537	3439	3906	1891	3691
g2729	872	414	448	416	466	644
g2730	1925	2311	1719	1459	944	2166
g2731	734	408	652	404	500	310
g2732	47	24	16	24	13	28
g2733	12	8	9	3	4	10
g2734	5	26	4	8	5	5
g2735	1870	1187	1280	1694	994	1327
g2736	57	34	31	39	8	7
g2737	1663	1320	1430	1629	1316	1703
g2738	3710	4376	3374	1191	1674	2629
g2739	589	738	750	720	324	571
g2740	791	1238	569	571	435	553
g2741	55	0	16	4	23	31
g2742	263	498	480	518	278	412
g2743	248	245	271	387	281	65
g2744	121	113	117	204	92	78
g2745	43	22	23	22	15	15
g2746	86	5	117	0	49	17
g2747	29	64	47	24	11	24
g2748	48	98	64	25	13	6
g2749	1921	598	2763	2215	1180	2081
g2750	3517	1676	2971	1856	1689	2619
g2751	20	12	21	22	13	20
g2752	6034	6063	5025	4754	2746	2669
g2753	15	7	9	22	6	3
g2754	2161	2354	1433	1523	1335	1244
g2755	263	196	53	141	174	157
g2756	25	17	14	41	37	34
g2757	477	453	425	412	74	742
g2758	35	16	35	37	29	24
g2759	3848	2381	2102	2141	2197	2398
g2760	1671	1676	1680	1272	869	1667
g2761	608	586	245	214	235	407
g2762	578	326	501	289	323	326
g2763	41	29	29	20	14	16
g2764	6432	6651	2797	5974	3797	4484
g2765	399	362	239	312	487	960
g2766	2137	1471	1569	1171	990	1488
g2767	1184	981	712	997	667	898
g2768	3792	3471	3134	2779	1847	2846
g2769	54	134	35	30	5	7
g2770	59	104	89	103	82	145
g2771	283	60	135	198	180	99
g2772	335	607	404	233	265	429
g2773	334	486	282	329	162	223
g2774	5042	4892	8543	5815	3203	4023
g2775	12	25	18	10	8	34
g2776	143	162	165	172	108	230
g2777	3173	1833	1555	1406	1753	2407
g2778	0	17	23	1	3	5
g2779	1812	1499	1391	1085	871	1138
g2780	889	668	305	401	169	613
g2781	969	1783	969	1344	1639	323
g2782	1	7	2	5	8	6
g2783	275	298	333	223	207	241
g2784	0	6	0	5	1	3
g2785	9	13	1	7	2	10
g2786	105	164	217	133	41	96
g2787	97	49	138	56	83	83
g2788	1	1	5	3	1	3
g2789	158	170	343	117	79	176
g2790	48	72	68	57	69	66
g2791	52	68	51	7	17	22
g2792	430	1175	903	777	330	409
g2793	3276	3111	1875	1959	1427	2073
g2794	29	0	3	1	42	3
g2795	233	280	205	95	160	150
g2796	563	832	1548	657	826	1365
g2797	2970	3091	2203	2061	1150	3066
g2798	1774	837	837	885	393	1088
g2799	3	2	4	4	1	4
g2800	312	107	100	106	109	285
g2801	26	25	26	18	11	19
g2802	409	364	304	399	292	490
g2803	59	83	88	54	54	65
g2804	1688	1742	1427	1000	1142	1786
g2805	13	21	10	7	10	8
g2806	79	1	6	58	20	45
g2807	313	289	257	153	136	351
g2808	13	13	30	11	9	11
